,UF,regiao,data,valor_corrigido
1416,Pernambuco,Nordeste,2012-06-01,50921297.82670514
1417,Alagoas,Nordeste,2012-06-01,14333367.814482648
1418,Sergipe,Nordeste,2012-06-01,8139951.458894199
1419,Bahia,Nordeste,2012-06-01,67298238.89222792
1420,Minas Gerais,Sudeste,2012-06-01,142146443.578728
1421,Espírito Santo,Sudeste,2012-06-01,21639455.998858653
1422,Rio de Janeiro,Sudeste,2012-06-01,68600700.79276901
1423,São Paulo,Sudeste,2012-06-01,287761529.6052798
1424,Paraná,Sul,2012-06-01,95319390.96698631
1425,Santa Catarina,Sul,2012-06-01,52857764.64346618
1426,Rio Grande do Sul,Sul,2012-06-01,93726523.7719692
1427,Mato Grosso do Sul,Centro-Oeste,2012-06-01,15467171.471814416
1428,Mato Grosso,Centro-Oeste,2012-06-01,14729943.13145401
1429,Goiás,Centro-Oeste,2012-06-01,34317432.819492385
1430,Distrito Federal,Centro-Oeste,2012-06-01,17776257.61686771
1431,Rondônia,Norte,2012-07-01,4953922.335867141
1432,Acre,Norte,2012-07-01,3397122.331880236
1433,Amazonas,Norte,2012-07-01,12887425.95922535
1434,Roraima,Norte,2012-07-01,1999178.5861423223
1435,Pará,Norte,2012-07-01,27906923.875914887
1436,Amapá,Norte,2012-07-01,2260698.8311354606
1437,Tocantins,Norte,2012-07-01,8490454.337609716
1438,Maranhão,Nordeste,2012-07-01,26079124.266896106
1439,Piauí,Nordeste,2012-07-01,15557293.662284503
1440,Ceará,Nordeste,2012-07-01,42257651.445898026
1441,Rio Grande do Norte,Nordeste,2012-07-01,18953545.77424093
1442,Paraíba,Nordeste,2012-07-01,19216404.546494126
1443,Pernambuco,Nordeste,2012-07-01,55431506.647797845
1444,Alagoas,Nordeste,2012-07-01,15162020.869021073
1445,Sergipe,Nordeste,2012-07-01,7613655.173344627
1446,Bahia,Nordeste,2012-07-01,70927891.85149956
1447,Minas Gerais,Sudeste,2012-07-01,149770328.2108014
1448,Espírito Santo,Sudeste,2012-07-01,23697913.977771822
1449,Rio de Janeiro,Sudeste,2012-07-01,68912805.98100252
1450,São Paulo,Sudeste,2012-07-01,298505024.43879265
1451,Paraná,Sul,2012-07-01,101696823.79453641
1452,Santa Catarina,Sul,2012-07-01,55030581.32657676
1453,Rio Grande do Sul,Sul,2012-07-01,95882464.69840968
1454,Mato Grosso do Sul,Centro-Oeste,2012-07-01,17136481.92989822
1455,Mato Grosso,Centro-Oeste,2012-07-01,16180090.779136289
1456,Goiás,Centro-Oeste,2012-07-01,32784883.91135532
1457,Distrito Federal,Centro-Oeste,2012-07-01,17690590.79679861
1458,Rondônia,Norte,2012-08-01,5190750.394089333
1459,Acre,Norte,2012-08-01,3209909.4799824315
1460,Amazonas,Norte,2012-08-01,12543606.660220983
1461,Roraima,Norte,2012-08-01,2066530.5175005125
1462,Pará,Norte,2012-08-01,29504136.181790356
1463,Amapá,Norte,2012-08-01,2315306.134027517
1464,Tocantins,Norte,2012-08-01,8693712.782075375
1465,Maranhão,Nordeste,2012-08-01,27049870.38159944
1466,Piauí,Nordeste,2012-08-01,15458380.10234294
1467,Ceará,Nordeste,2012-08-01,43898563.659353964
1468,Rio Grande do Norte,Nordeste,2012-08-01,18310539.1719186
1469,Paraíba,Nordeste,2012-08-01,19326630.33058137
1470,Pernambuco,Nordeste,2012-08-01,58021774.98571557
1471,Alagoas,Nordeste,2012-08-01,14957616.123248167
1472,Sergipe,Nordeste,2012-08-01,7987660.584319227
1473,Bahia,Nordeste,2012-08-01,70208400.13317686
1474,Minas Gerais,Sudeste,2012-08-01,150587897.97063175
1475,Espírito Santo,Sudeste,2012-08-01,23094491.084255874
1476,Rio de Janeiro,Sudeste,2012-08-01,71331799.13343528
1477,São Paulo,Sudeste,2012-08-01,305698881.18258476
1478,Paraná,Sul,2012-08-01,101249550.56232844
1479,Santa Catarina,Sul,2012-08-01,57421544.73337505
1480,Rio Grande do Sul,Sul,2012-08-01,97700301.25403114
1481,Mato Grosso do Sul,Centro-Oeste,2012-08-01,16825791.907424886
1482,Mato Grosso,Centro-Oeste,2012-08-01,15354844.323511409
1483,Goiás,Centro-Oeste,2012-08-01,36951734.735334024
1484,Distrito Federal,Centro-Oeste,2012-08-01,18013464.12801107
1485,Rondônia,Norte,2012-09-01,4817290.589510796
1486,Acre,Norte,2012-09-01,3525071.4905182817
1487,Amazonas,Norte,2012-09-01,10945938.753934674
1488,Roraima,Norte,2012-09-01,1823377.2383290487
1489,Pará,Norte,2012-09-01,30674253.752729997
1490,Amapá,Norte,2012-09-01,2124559.156616111
1491,Tocantins,Norte,2012-09-01,8094220.616789495
1492,Maranhão,Nordeste,2012-09-01,24634359.934488658
1493,Piauí,Nordeste,2012-09-01,14946425.522631977
1494,Ceará,Nordeste,2012-09-01,40530615.69694244
1495,Rio Grande do Norte,Nordeste,2012-09-01,14154367.930249628
1496,Paraíba,Nordeste,2012-09-01,18145272.371465944
1497,Pernambuco,Nordeste,2012-09-01,52241215.40529535
1498,Alagoas,Nordeste,2012-09-01,14046638.644310262
1499,Sergipe,Nordeste,2012-09-01,7692225.589948218
1500,Bahia,Nordeste,2012-09-01,64311794.73718383
1501,Minas Gerais,Sudeste,2012-09-01,138696356.75895584
1502,Espírito Santo,Sudeste,2012-09-01,22871313.396667242
1503,Rio de Janeiro,Sudeste,2012-09-01,64061660.14211608
1504,São Paulo,Sudeste,2012-09-01,287248433.80448025
1505,Paraná,Sul,2012-09-01,95024669.92660941
1506,Santa Catarina,Sul,2012-09-01,52222557.325328566
1507,Rio Grande do Sul,Sul,2012-09-01,85717719.57132664
1508,Mato Grosso do Sul,Centro-Oeste,2012-09-01,15209154.330338387
1509,Mato Grosso,Centro-Oeste,2012-09-01,14635345.576904837
1510,Goiás,Centro-Oeste,2012-09-01,33280711.97390758
1511,Distrito Federal,Centro-Oeste,2012-09-01,17735756.54887233
1512,Rondônia,Norte,2012-10-01,5054544.070627515
1513,Acre,Norte,2012-10-01,3472489.2598518105
1514,Amazonas,Norte,2012-10-01,11402004.847127698
1515,Roraima,Norte,2012-10-01,1476955.3227680204
1516,Pará,Norte,2012-10-01,31099794.762385655
1517,Amapá,Norte,2012-10-01,2260760.1020673253
1518,Tocantins,Norte,2012-10-01,8349400.172392975
1519,Maranhão,Nordeste,2012-10-01,24166435.708214417
1520,Piauí,Nordeste,2012-10-01,15183587.020261617
1521,Ceará,Nordeste,2012-10-01,42921112.14309367
1522,Rio Grande do Norte,Nordeste,2012-10-01,17133539.147566777
1523,Paraíba,Nordeste,2012-10-01,17893315.38139407
1524,Pernambuco,Nordeste,2012-10-01,55284055.63661727
1525,Alagoas,Nordeste,2012-10-01,14883068.830378704
1526,Sergipe,Nordeste,2012-10-01,8239283.515980607
1527,Bahia,Nordeste,2012-10-01,65485219.08304062
1528,Minas Gerais,Sudeste,2012-10-01,146779034.19721916
1529,Espírito Santo,Sudeste,2012-10-01,22582779.3717618
1530,Rio de Janeiro,Sudeste,2012-10-01,69637013.22361873
1531,São Paulo,Sudeste,2012-10-01,339910123.0159074
1532,Paraná,Sul,2012-10-01,101327600.17789975
1533,Santa Catarina,Sul,2012-10-01,53694687.05065861
1534,Rio Grande do Sul,Sul,2012-10-01,94679321.67885108
1535,Mato Grosso do Sul,Centro-Oeste,2012-10-01,16335803.366492864
1536,Mato Grosso,Centro-Oeste,2012-10-01,15374572.539855469
1537,Goiás,Centro-Oeste,2012-10-01,34731622.672091104
1538,Distrito Federal,Centro-Oeste,2012-10-01,18303989.041300766
1539,Rondônia,Norte,2012-11-01,4863438.091501783
1540,Acre,Norte,2012-11-01,3211144.6687731873
1541,Amazonas,Norte,2012-11-01,11322108.569196915
1542,Roraima,Norte,2012-11-01,1746474.4494253292
1543,Pará,Norte,2012-11-01,29337938.28605332
1544,Amapá,Norte,2012-11-01,2017060.7580290246
1545,Tocantins,Norte,2012-11-01,7944296.890021459
1546,Maranhão,Nordeste,2012-11-01,22279177.093802284
1547,Piauí,Nordeste,2012-11-01,13868171.542481998
1548,Ceará,Nordeste,2012-11-01,39558612.59562996
1549,Rio Grande do Norte,Nordeste,2012-11-01,16369208.069842514
1550,Paraíba,Nordeste,2012-11-01,17776311.234842148
1551,Pernambuco,Nordeste,2012-11-01,51696651.92803885
1552,Alagoas,Nordeste,2012-11-01,13937766.905943114
1553,Sergipe,Nordeste,2012-11-01,7269632.9780588485
1554,Bahia,Nordeste,2012-11-01,63923467.802556925
1555,Minas Gerais,Sudeste,2012-11-01,134000663.09232016
1556,Espírito Santo,Sudeste,2012-11-01,20900744.9323216
1557,Rio de Janeiro,Sudeste,2012-11-01,62003230.37880083
1558,São Paulo,Sudeste,2012-11-01,269414933.87036264
1559,Paraná,Sul,2012-11-01,93821697.75420092
1560,Santa Catarina,Sul,2012-11-01,48934574.840137854
1561,Rio Grande do Sul,Sul,2012-11-01,84710953.19183277
1562,Mato Grosso do Sul,Centro-Oeste,2012-11-01,15146793.562149923
1563,Mato Grosso,Centro-Oeste,2012-11-01,14293223.766530879
1564,Goiás,Centro-Oeste,2012-11-01,31845823.07496181
1565,Distrito Federal,Centro-Oeste,2012-11-01,15846545.478549866
1566,Rondônia,Norte,2012-12-01,4585548.59010787
1567,Acre,Norte,2012-12-01,2940772.3891042513
1568,Amazonas,Norte,2012-12-01,10049957.714300783
1569,Roraima,Norte,2012-12-01,1702525.693369253
1570,Pará,Norte,2012-12-01,27481287.441095114
1571,Amapá,Norte,2012-12-01,1781647.7496939593
1572,Tocantins,Norte,2012-12-01,8140725.881200625
1573,Maranhão,Nordeste,2012-12-01,21440700.540797126
1574,Piauí,Nordeste,2012-12-01,13643113.594201602
1575,Ceará,Nordeste,2012-12-01,37374713.83521122
1576,Rio Grande do Norte,Nordeste,2012-12-01,14779307.5612054
1577,Paraíba,Nordeste,2012-12-01,16386698.478318984
1578,Pernambuco,Nordeste,2012-12-01,49903744.076183364
1579,Alagoas,Nordeste,2012-12-01,13279628.424239965
1580,Sergipe,Nordeste,2012-12-01,7054786.054714696
1581,Bahia,Nordeste,2012-12-01,63468084.90102735
1582,Minas Gerais,Sudeste,2012-12-01,131224113.32830136
1583,Espírito Santo,Sudeste,2012-12-01,21233069.25063845
1584,Rio de Janeiro,Sudeste,2012-12-01,56905859.63226865
1585,São Paulo,Sudeste,2012-12-01,256226440.26374826
1586,Paraná,Sul,2012-12-01,84333487.93503883
1587,Santa Catarina,Sul,2012-12-01,43498545.94644771
1588,Rio Grande do Sul,Sul,2012-12-01,81332597.4120948
1589,Mato Grosso do Sul,Centro-Oeste,2012-12-01,13693700.865078308
1590,Mato Grosso,Centro-Oeste,2012-12-01,13733767.481362736
1591,Goiás,Centro-Oeste,2012-12-01,30244750.63920141
1592,Distrito Federal,Centro-Oeste,2012-12-01,14956290.252847362
1593,Rondônia,Norte,2013-01-01,5121839.614838142
1594,Acre,Norte,2013-01-01,3063318.3446417167
1595,Amazonas,Norte,2013-01-01,12073308.671370655
1596,Roraima,Norte,2013-01-01,1834172.7481223026
1597,Pará,Norte,2013-01-01,31213557.30769119
1598,Amapá,Norte,2013-01-01,2128334.762561787
1599,Tocantins,Norte,2013-01-01,8033875.5765589895
1600,Maranhão,Nordeste,2013-01-01,29195759.222720753
1601,Piauí,Nordeste,2013-01-01,15360467.0347343
1602,Ceará,Nordeste,2013-01-01,43604820.90752083
1603,Rio Grande do Norte,Nordeste,2013-01-01,16971263.783693276
1604,Paraíba,Nordeste,2013-01-01,18014265.83308724
1605,Pernambuco,Nordeste,2013-01-01,58070588.44730957
1606,Alagoas,Nordeste,2013-01-01,14306759.150683649
1607,Sergipe,Nordeste,2013-01-01,8009190.556019226
1608,Bahia,Nordeste,2013-01-01,63581711.90437367
1609,Minas Gerais,Sudeste,2013-01-01,141642412.88960943
1610,Espírito Santo,Sudeste,2013-01-01,22067113.8372995
1611,Rio de Janeiro,Sudeste,2013-01-01,126839914.95126863
1612,São Paulo,Sudeste,2013-01-01,297481723.8847022
1613,Paraná,Sul,2013-01-01,94941622.12295923
1614,Santa Catarina,Sul,2013-01-01,52475262.513467945
1615,Rio Grande do Sul,Sul,2013-01-01,93611245.29326959
1616,Mato Grosso do Sul,Centro-Oeste,2013-01-01,15681448.647537868
1617,Mato Grosso,Centro-Oeste,2013-01-01,15044035.68352718
1618,Goiás,Centro-Oeste,2013-01-01,34118389.85262657
1619,Distrito Federal,Centro-Oeste,2013-01-01,16017153.400334116
1620,Rondônia,Norte,2013-02-01,5038597.035675497
1621,Acre,Norte,2013-02-01,2972922.2639512047
1622,Amazonas,Norte,2013-02-01,10579133.817669977
1623,Roraima,Norte,2013-02-01,1598204.8669930021
1624,Pará,Norte,2013-02-01,28006359.03616384
1625,Amapá,Norte,2013-02-01,1936432.7262477982
1626,Tocantins,Norte,2013-02-01,7737679.602833877
1627,Maranhão,Nordeste,2013-02-01,24683766.497970726
1628,Piauí,Nordeste,2013-02-01,13955074.232519617
1629,Ceará,Nordeste,2013-02-01,40407970.10545478
1630,Rio Grande do Norte,Nordeste,2013-02-01,15140367.72363648
1631,Paraíba,Nordeste,2013-02-01,16919483.723859448
1632,Pernambuco,Nordeste,2013-02-01,49756966.711324714
1633,Alagoas,Nordeste,2013-02-01,13010161.02841332
1634,Sergipe,Nordeste,2013-02-01,6941820.496636337
1635,Bahia,Nordeste,2013-02-01,56401750.42995125
1636,Minas Gerais,Sudeste,2013-02-01,125974258.26397105
1637,Espírito Santo,Sudeste,2013-02-01,20504162.38425042
1638,Rio de Janeiro,Sudeste,2013-02-01,59759556.314975224
1639,São Paulo,Sudeste,2013-02-01,258218897.13548702
1640,Paraná,Sul,2013-02-01,86076878.00511527
1641,Santa Catarina,Sul,2013-02-01,46605200.34663251
1642,Rio Grande do Sul,Sul,2013-02-01,79209693.73547703
1643,Mato Grosso do Sul,Centro-Oeste,2013-02-01,14341608.71119749
1644,Mato Grosso,Centro-Oeste,2013-02-01,13084052.542092312
1645,Goiás,Centro-Oeste,2013-02-01,31871783.133855782
1646,Distrito Federal,Centro-Oeste,2013-02-01,16293456.777546072
1647,Rondônia,Norte,2013-03-01,6306941.807432156
1648,Acre,Norte,2013-03-01,3066563.4909909545
1649,Amazonas,Norte,2013-03-01,11298370.305513803
1650,Roraima,Norte,2013-03-01,1913157.1598401056
1651,Pará,Norte,2013-03-01,31819717.626528963
1652,Amapá,Norte,2013-03-01,2197415.653673872
1653,Tocantins,Norte,2013-03-01,8946857.08067092
1654,Maranhão,Nordeste,2013-03-01,27387966.007652313
1655,Piauí,Nordeste,2013-03-01,15805624.645690037
1656,Ceará,Nordeste,2013-03-01,42508930.94013689
1657,Rio Grande do Norte,Nordeste,2013-03-01,17608745.02018696
1658,Paraíba,Nordeste,2013-03-01,18679329.820263617
1659,Pernambuco,Nordeste,2013-03-01,57436417.88750198
1660,Alagoas,Nordeste,2013-03-01,15478835.081689322
1661,Sergipe,Nordeste,2013-03-01,8078711.8625041535
1662,Bahia,Nordeste,2013-03-01,65208215.49390661
1663,Minas Gerais,Sudeste,2013-03-01,146978294.32532296
1664,Espírito Santo,Sudeste,2013-03-01,22643388.956263855
1665,Rio de Janeiro,Sudeste,2013-03-01,66797607.824599996
1666,São Paulo,Sudeste,2013-03-01,294510771.20356333
1667,Paraná,Sul,2013-03-01,97097130.84959373
1668,Santa Catarina,Sul,2013-03-01,52275692.76790577
1669,Rio Grande do Sul,Sul,2013-03-01,89791468.25323561
1670,Mato Grosso do Sul,Centro-Oeste,2013-03-01,15763323.86153068
1671,Mato Grosso,Centro-Oeste,2013-03-01,15734361.629445298
1672,Goiás,Centro-Oeste,2013-03-01,35933726.346101485
1673,Distrito Federal,Centro-Oeste,2013-03-01,18183817.26363338
1674,Rondônia,Norte,2013-04-01,6114998.129102778
1675,Acre,Norte,2013-04-01,3170865.412459852
1676,Amazonas,Norte,2013-04-01,11650806.127224708
1677,Roraima,Norte,2013-04-01,1805555.6474806506
1678,Pará,Norte,2013-04-01,33154871.175571814
1679,Amapá,Norte,2013-04-01,2361124.3479528083
1680,Tocantins,Norte,2013-04-01,8713219.115309725
1681,Maranhão,Nordeste,2013-04-01,27746487.762476232
1682,Piauí,Nordeste,2013-04-01,17187232.925594836
1683,Ceará,Nordeste,2013-04-01,47003956.359746605
1684,Rio Grande do Norte,Nordeste,2013-04-01,19446687.523978908
1685,Paraíba,Nordeste,2013-04-01,19589388.805868194
1686,Pernambuco,Nordeste,2013-04-01,58777908.159554735
1687,Alagoas,Nordeste,2013-04-01,15823744.219047045
1688,Sergipe,Nordeste,2013-04-01,8258931.643893766
1689,Bahia,Nordeste,2013-04-01,67332301.90184002
1690,Minas Gerais,Sudeste,2013-04-01,151444584.83397627
1691,Espírito Santo,Sudeste,2013-04-01,22453263.710953876
1692,Rio de Janeiro,Sudeste,2013-04-01,74256523.91335692
1693,São Paulo,Sudeste,2013-04-01,301361944.879861
1694,Paraná,Sul,2013-04-01,105325887.25884467
1695,Santa Catarina,Sul,2013-04-01,55754633.87502099
1696,Rio Grande do Sul,Sul,2013-04-01,95855363.92015831
1697,Mato Grosso do Sul,Centro-Oeste,2013-04-01,16870886.89153636
1698,Mato Grosso,Centro-Oeste,2013-04-01,15299833.471248057
1699,Goiás,Centro-Oeste,2013-04-01,38509087.731941685
1700,Distrito Federal,Centro-Oeste,2013-04-01,18679086.84426166
1701,Rondônia,Norte,2013-05-01,5854541.80649735
1702,Acre,Norte,2013-05-01,3107016.6981609594
1703,Amazonas,Norte,2013-05-01,12229121.67179355
1704,Roraima,Norte,2013-05-01,1833135.6408231435
1705,Pará,Norte,2013-05-01,32553675.934359383
1706,Amapá,Norte,2013-05-01,2245136.1263875095
1707,Tocantins,Norte,2013-05-01,8743452.542793583
1708,Maranhão,Nordeste,2013-05-01,28036359.790367294
1709,Piauí,Nordeste,2013-05-01,16385687.692880731
1710,Ceará,Nordeste,2013-05-01,48045621.83080946
1711,Rio Grande do Norte,Nordeste,2013-05-01,18370757.76390478
1712,Paraíba,Nordeste,2013-05-01,19787052.101450782
1713,Pernambuco,Nordeste,2013-05-01,62834779.04938037
1714,Alagoas,Nordeste,2013-05-01,16048048.663743025
1715,Sergipe,Nordeste,2013-05-01,7727492.749185841
1716,Bahia,Nordeste,2013-05-01,68435027.56775796
1717,Minas Gerais,Sudeste,2013-05-01,148419252.0641472
1718,Espírito Santo,Sudeste,2013-05-01,22553568.679815747
1719,Rio de Janeiro,Sudeste,2013-05-01,73431647.95514235
1720,São Paulo,Sudeste,2013-05-01,300363328.6166473
1721,Paraná,Sul,2013-05-01,100798313.21660128
1722,Santa Catarina,Sul,2013-05-01,55516756.75731326
1723,Rio Grande do Sul,Sul,2013-05-01,96034520.91795614
1724,Mato Grosso do Sul,Centro-Oeste,2013-05-01,15658958.50725323
1725,Mato Grosso,Centro-Oeste,2013-05-01,15489556.342999585
1726,Goiás,Centro-Oeste,2013-05-01,35990222.61121799
1727,Distrito Federal,Centro-Oeste,2013-05-01,19155716.677247804
1728,Rondônia,Norte,2013-06-01,5530217.069794291
1729,Acre,Norte,2013-06-01,2888956.1266880073
1730,Amazonas,Norte,2013-06-01,11448010.870084664
1731,Roraima,Norte,2013-06-01,2077559.758300098
1732,Pará,Norte,2013-06-01,30151600.586814303
1733,Amapá,Norte,2013-06-01,2153058.8523212285
1734,Tocantins,Norte,2013-06-01,8000833.319304506
1735,Maranhão,Nordeste,2013-06-01,26461409.028739855
1736,Piauí,Nordeste,2013-06-01,16538848.855802199
1737,Ceará,Nordeste,2013-06-01,42385365.81582354
1738,Rio Grande do Norte,Nordeste,2013-06-01,17116977.82120242
1739,Paraíba,Nordeste,2013-06-01,17760921.44268647
1740,Pernambuco,Nordeste,2013-06-01,58863984.82338896
1741,Alagoas,Nordeste,2013-06-01,15916866.384795692
1742,Sergipe,Nordeste,2013-06-01,7629175.417313882
1743,Bahia,Nordeste,2013-06-01,63952317.799363285
1744,Minas Gerais,Sudeste,2013-06-01,145254164.23452806
1745,Espírito Santo,Sudeste,2013-06-01,21908060.670191366
1746,Rio de Janeiro,Sudeste,2013-06-01,70748193.36850162
1747,São Paulo,Sudeste,2013-06-01,290004617.52995557
1748,Paraná,Sul,2013-06-01,100356550.98959208
1749,Santa Catarina,Sul,2013-06-01,55485203.07863665
1750,Rio Grande do Sul,Sul,2013-06-01,92918891.82974741
1751,Mato Grosso do Sul,Centro-Oeste,2013-06-01,15849788.700514274
1752,Mato Grosso,Centro-Oeste,2013-06-01,14830878.972650785
1753,Goiás,Centro-Oeste,2013-06-01,34231859.06656696
1754,Distrito Federal,Centro-Oeste,2013-06-01,17683111.383326337
1755,Rondônia,Norte,2013-07-01,6204466.295101196
1756,Acre,Norte,2013-07-01,3166153.524573382
1757,Amazonas,Norte,2013-07-01,11297571.120985705
1758,Roraima,Norte,2013-07-01,1952416.8152066297
1759,Pará,Norte,2013-07-01,30022368.944530983
1760,Amapá,Norte,2013-07-01,2102135.5002058093
1761,Tocantins,Norte,2013-07-01,7633818.000266341
1762,Maranhão,Nordeste,2013-07-01,26829030.564569693
1763,Piauí,Nordeste,2013-07-01,15964385.016803065
1764,Ceará,Nordeste,2013-07-01,45320441.49612123
1765,Rio Grande do Norte,Nordeste,2013-07-01,18564948.10168871
1766,Paraíba,Nordeste,2013-07-01,19404427.882026777
1767,Pernambuco,Nordeste,2013-07-01,61068112.33686975
1768,Alagoas,Nordeste,2013-07-01,16796477.939402558
1769,Sergipe,Nordeste,2013-07-01,7523357.262004206
1770,Bahia,Nordeste,2013-07-01,70249433.40681
1771,Minas Gerais,Sudeste,2013-07-01,151805514.30518046
1772,Espírito Santo,Sudeste,2013-07-01,23063309.88585712
1773,Rio de Janeiro,Sudeste,2013-07-01,69576762.48546554
1774,São Paulo,Sudeste,2013-07-01,300560498.2283583
1775,Paraná,Sul,2013-07-01,104433595.09813814
1776,Santa Catarina,Sul,2013-07-01,58324749.84193024
1777,Rio Grande do Sul,Sul,2013-07-01,101008293.30003993
1778,Mato Grosso do Sul,Centro-Oeste,2013-07-01,16367572.650711723
1779,Mato Grosso,Centro-Oeste,2013-07-01,14537188.918697184
1780,Goiás,Centro-Oeste,2013-07-01,34739347.13999349
1781,Distrito Federal,Centro-Oeste,2013-07-01,17245744.849938657
1782,Rondônia,Norte,2013-08-01,6605371.53385244
1783,Acre,Norte,2013-08-01,3093572.440747997
1784,Amazonas,Norte,2013-08-01,11889642.210731491
1785,Roraima,Norte,2013-08-01,1916476.1489485903
1786,Pará,Norte,2013-08-01,30554755.69740603
1787,Amapá,Norte,2013-08-01,2106240.118760987
1788,Tocantins,Norte,2013-08-01,7942887.210123593
1789,Maranhão,Nordeste,2013-08-01,27086217.171353616
1790,Piauí,Nordeste,2013-08-01,15696747.442030221
1791,Ceará,Nordeste,2013-08-01,46868330.94966318
1792,Rio Grande do Norte,Nordeste,2013-08-01,17785534.70766516
1793,Paraíba,Nordeste,2013-08-01,18770716.754506905
1794,Pernambuco,Nordeste,2013-08-01,64330623.46246662
1795,Alagoas,Nordeste,2013-08-01,15295563.181289338
1796,Sergipe,Nordeste,2013-08-01,7775839.727564111
1797,Bahia,Nordeste,2013-08-01,68732777.25575088
1798,Minas Gerais,Sudeste,2013-08-01,148969319.00900978
1799,Espírito Santo,Sudeste,2013-08-01,23690502.079371706
1800,Rio de Janeiro,Sudeste,2013-08-01,70232567.36092204
1801,São Paulo,Sudeste,2013-08-01,302654819.8834747
